"ID";"global_id";"FullName";"ShortName";"INN";"OKPO";"AdmArea";"District";"Address";"Category";"Specialization";"OKVED";"OKVED_Description";"geoData";"geodata_center";
"586";"1097798783";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР БЕЗОПАСНОСТИ ИНФОРМАЦИИ ""МАСКОМ""
";"ООО ""ЦБИ ""МАСКОМ""
";"7729098893";"39580108";"Западный административный округ";"Можайский район";"Горбунова 2, стр 5.
";"Приборостроение и электроника
";"";"26.30.17";"Производство радио- и телевизионной передающей аппаратуры";"{coordinates=[37.394392491, 55.724306597], type=Point}";"";
"587";"1097798873";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""НАУЧНО ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ПРОМЫШЛЕННЫЕ УПРАВЛЯЮЩИЕ СИСТЕМЫ И КОМПЛЕКСЫ""
";"ООО ""НПО ПУСК""
";"7733115407";"56676815";"Восточный административный округ";"район Соколиная Гора";"ул. Вольная, дом 35
";"Приборостроение и электроника
";"";"26.20";"Производство компьютеров и периферийного оборудования";"{coordinates=[37.737368346, 55.777960843], type=Point}";"";
"588";"1097798990";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕКОР""
";"ООО ""ТЕЛЕКОР""
";"7701801442";"88363779";"Северный административный округ";"район Беговой";"127015, г. Москва, ул. Правды, д. 23
";"Приборостроение и электроника
";"";"26.20";"Производство компьютеров и периферийного оборудования";"{coordinates=[37.582136393, 55.789041555], type=Point}";"";
"589";"1097799125";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОВЕРХОЛ-ПРО""
";"ООО ""ОВЕРХОЛ-ПРО""
";"7719740173";"64539050";"Восточный административный округ";"район Измайлово";"105264, г. Москва, ул. Первомайская Верхн., д. 43";"Автомобильная промышленность
";"";"30.30.5";"Производство частей и принадлежностей летательных и космических аппаратов";"{coordinates=[37.794953585, 55.799544205], type=Point}";"";
"590";"1097799353";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАДИС ЛТД""";"ООО ""РАДИС ЛТД""";"7735047992";"17291266";"Зеленоградский административный округ";"район Старое Крюково";"124460, г. Москва, г. Зеленоград, ул. Конструктора Гуськова, д. 8 стр. 1";"Приборостроение и электроника";"";"26.30";"Производство коммуникационного оборудования";"{coordinates=[37.214748859, 55.984579089], type=Point}";"";
"591";"1097803241";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АМЕГА""
";"ООО ""АМЕГА""
";"7719479145";"28787295";"Восточный административный округ";"район Соколиная Гора";"107023, г. Москва, пер. Мажоров, д. 14 стр. 14 
";"Производство строительных материалов
";"";"22.23";"Производство пластмассовых изделий, используемых в строительстве";"{coordinates=[37.712463141, 55.784006355], type=Point}";"";
"592";"1097803491";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОМОТЕКА""";"ООО ""ДОМОТЕКА""";"5074024767";"70402131";"Троицкий административный округ";"поселение Краснопахорское";"108828, г. Москва, Краснопахорское поселение, с. Красная Пахра, шоссе Калужское, д. 7";"Деревообрабатывающая
";"";"31.0";"Производство мебели";"{coordinates=[37.279121877, 55.433940228], type=Point}";"";
"593";"1097803566";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКС МОРЭ""
";"ООО ""ЭКС МОРЭ""
";"7701217660";"51160834";"Северо-Восточный административный округ";"район Марфино";"127106, г. Москва, Гостиничный проезд, д. 6, корпус 2
";"Производство строительных материалов
";"";"23.64";"Производство сухих бетонных смесей";"{coordinates=[37.576754094, 55.844586597], type=Point}";"";
"594";"1097803813";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРУППА КОМПАНИЙ ""ИРА-ПРОМ""
";"ООО ""ГК ""ИРА-ПРОМ""
";"7718982290";"31744823";"Западный административный округ";"район Крылатское";"121609, г. Москва, шоссе Рублёвское, д. 28 корп. 2
";"Кабельная промышленность
";"";"31.01";"Производство мебели для офисов и предприятий торговли";"{coordinates=[37.421329022, 55.747485718], type=Point}";"";
"595";"1097803843";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНТИ""
";"ООО ""САНТИ""
";"7702371288";"70473881";"Северо-Западный административный округ";"район Щукино";"г. Москва, ул. Берзарина, д. 36 стр. 2
";"Пищевая промышленность
";"";"10.83";"Производство чая и кофе";"{coordinates=[37.467452288, 55.790569682], type=Point}";"";
"596";"1097803874";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛЬНЫЕ ТЕХНОЛОГИИ И МАШИНОСТРОЕНИЕ""
";"АО ""СПЕЦТЕХМАШ""
";"7714957616";"5519578";"Северный административный округ";"район Аэропорт";"125319, г. Москва, ул. 8 Марта 4-Я, д. 3
";"Производство оружия и боеприпасов
";"";"25.40";"Производство оружия и боеприпасов";"{coordinates=[37.547603846, 55.803516139], type=Point}";"";
"597";"1097804150";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАДИОТЕХНИКА""
";"ООО ""РАДИОТЕХНИКА""
";"7717667009";"64575809";"Новомосковский административный округ";"поселение Десеновское";"108818, ГОРОД МОСКВА, УЛИЦА 4-Я ВАТУТИНСКАЯ, ДОМ 7, СТРОЕНИЕ 25, ОФИС 84";"Приборостроение и электроника
";"";"26.30.17";"Производство радио- и телевизионной передающей аппаратуры";"{coordinates=[37.334654331, 55.508926527], type=Point}";"";
"598";"1097804187";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАЗМА-Т""
";"ООО ""ПЛАЗМА-Т""
";"7727635430";"84048808";"Восточный административный округ";"район Новогиреево";"113396, ул. Фрязевская, д.10
";"Приборостроение и электроника
";"";"27.12";"Производство электрической распределительной и регулирующей аппаратуры";"{coordinates=[37.828452587, 55.747372997], type=Point}";"";
"599";"1097804211";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР ""НИИ МИКРОПРИБОРОВ""
";"АО ""НПЦ ""НИИМП""
";"7735126901";"70283175";"Зеленоградский административный округ";"район Старое Крюково";"124498, г. Москва, г. Зеленоград, проспект Георгиевский, д. 5 стр. 1
";"Микроэлектроника
";"";"26.11.2";"Производство диодов, транзисторов и прочих полупроводниковых приборов, включая светоизлучающие диоды, пьезоэлектрические приборы и их части";"{coordinates=[37.214734556, 55.984531074], type=Point}";"";
"600";"1097804240";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСТРА ПРЕСТИЖ""
";"ООО ""АСТРА ПРЕСТИЖ""
";"7743062183";"59099436";"Северный административный округ";"Молжаниновский район";"141411, г. Москва, шоссе Ленинградское, д. 300 корп. 3
";"Химическая промышленность
";"";"22.22";"Производство пластмассовых изделий для упаковывания товаров";"{coordinates=[37.36748457, 55.941942237], type=Point}";"";
"601";"1121877385";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ
ОТВЕТСТВЕННОСТЬЮ
«ПЕРВЕНСТВОТОРГ»";"ООО «ПЕРВЕНСТВОТОРГ»
";"7710692327";"83145144";"Западный административный округ";"район Проспект Вернадского";"119415, ГОРОД МОСКВА, ПР-КТ ВЕРНАДСКОГО, Д. 39";"Операции с недвижимым имуществом";"Аренда";"68.20";"Аренда и управление собственным
или арендованным недвижимым
имуществом
";"{coordinates=[37.599838972, 55.813448219], type=Point}";"";
"602";"1139375699";"ФЕДЕРАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛЬНЫЙ ИНСТИТУТ АВИАЦИОННОГО МОТОРОСТРОЕНИЯ ИМЕНИ П.И. БАРАНОВА""
";"ФАУ ""ЦИАМ ИМ. П.И. БАРАНОВА""";"7722497881";"47368486";"Юго-Восточный административный округ";"район Лефортово";"111116, г.Москва, вн.тер.г. муниципальный округ Лефортово, ул Авиамоторная, д. 2";"Научные исследования и разработки";"Научная деятельность";"72.19";"Научные исследования и разработки в области естественных и технических наук прочие";"{coordinates=[37.70721674, 55.762538127], type=Point}";"";
"603";"1139375740";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЦИТО""";"ФГУП ""ЦИТО""";"7713059338";"01894927";"Северный административный округ";"район Коптево";"127299, г. Москва, вн. тер. г. муниципальный округ Коптево, ул. Приорова, д. 10, стр. 7";"Медицинская промышленность";"";"32.50";"Производство медицинских инструментов и оборудования";"{coordinates=[37.532136441, 55.819664026], type=Point}";"";
"604";"1269886782";"Закрытое акционерное общество «Агентство промышленного развития и инвестиций»";"ЗАО «АГЕНТСТВО ПРОМЫШЛЕННОГО
РАЗВИТИЯ И ИНВЕСТИЦИЙ»";"7707177929";"46851045";"Восточный административный округ";"район Гольяново";"107497, г. Москва, ул. Бирюсинка, д. 6";"Операции с недвижимым имуществом  ";"";"68.20";"Аренда и управление собственнымили арендованным недвижимым
имуществом";"{coordinates=[37.778674132, 55.815296308], type=Point}";"";
"605";"2362997143";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТВЕРДЬ""";"ООО ""ТВЕРДЬ""";"7716764151";"26924121";"Северо-Восточный административный округ";"район Свиблово";"129343, МОСКВА ГОРОД, ПРОЕЗД СЕРЕБРЯКОВА, ДОМ 6, СТРОЕНИЕ 3";"Пищевая промышленность";"";"10.72";"Производство сухарей, печенья и прочих сухарных хлебобулочных изделий, производство мучных кондитерских изделий, тортов, пирожных, пирогов и бисквитов, предназначенных для длительного хранения";"{coordinates=[37.649075161, 55.846081844], type=Point}";"";
"606";"2381760504";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФЕДЕРАЛЬНЫЙ ЦЕНТР НАУКИ И
ВЫСОКИХ ТЕХНОЛОГИЙ"" СПЕЦИАЛЬНОЕ НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЭЛЕРОН""";"АО ""ФЦНИВТ ""СНПО ""ЭЛЕРОН""";"7724313681";"08633489";"Южный административный округ";"район Орехово-Борисово Северное";"115563, г. Москва, ул. Генерала Белова, д. 14";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"{coordinates=[37.717738152, 55.616452427], type=Point}";"";
"607";"2381760562";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР
ОНКОЛОГИИ ИМЕНИ Н.Н. БЛОХИНА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ
РОССИЙСКОЙ ФЕДЕРАЦИИ";"ФГБУ ""НМИЦ ОНКОЛОГИИ ИМ. Н.Н. БЛОХИНА"" МИНЗДРАВА РОССИИ";"773005940889";"01897624";"Южный административный округ";"район Москворечье-Сабурово";"115478, г. Москва, Каширское ш., д. 24 стр. 18";"Фармацевтическая промышленность";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"{coordinates=[37.641638517, 55.653951166], type=Point}";"";
"608";"2381760582";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ РАДИОТЕХНИКИ""";"АО ""ВНИИРТ""";"7701315700";"07505269";"Центральный административный округ";"Басманный район";"105082, г. Москва, ул. Большая Почтовая, д. 22";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"{coordinates=[37.698125839, 55.778131301], type=Point}";"";
"609";"2381761037";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНЦЕРН ""АВТОМАТИКА""";"АО ""КОНЦЕРН ""АВТОМАТИКА""";"7715906332";"07507794";"Северо-Восточный административный округ";"район Марфино";"127106, г. Москва, ул. Ботаническая, д. 25";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"{coordinates=[37.612788677, 55.919328662], type=Point}";"";
"610";"2381763242";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ПРИБОРОСТРОЕНИЯ""";"АО ""ГОСНИИП""";"7717693545";"07536614";"Северо-Восточный административный округ";"район Ростокино";"129226, г. Москва, пр-кт Мира, д. 125";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"{coordinates=[37.649610043, 55.830498876], type=Point}";"";
"611";"2381764000";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ТЕХНИЧЕСКИЙ ЦЕНТР ""АТЛАС""";"АО ""НТЦ ""АТЛАС""";"9715389053";"45487034";"Северо-Восточный административный округ";"район Марьина Роща";"127018, г. Москва, ул. Образцова, д. 38";"Радиоэлектроника и приборостроение";"";"74.90.9";"Деятельность в области защитыинформации";"{coordinates=[37.610127926, 55.791628277], type=Point}";"";
"612";"2381764175";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ
ОБЩЕСТВО ""РАДИОФИЗИКА""";"ПАО ""РАДИОФИЗИКА""";"7733022671";"07522061";"Северо-Западный административный округ";"район Северное Тушино";"125480, г. Москва, ул. Героев Панфиловцев, д. 10";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"{coordinates=[37.436878681, 55.856783463], type=Point}";"";
"613";"2381764385";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ РАДИОТЕХНИЧЕСКИЙ ИНСТИТУТ ИМЕНИ АКАДЕМИКА А.И. БЕРГА""";"АО ""ЦНИРТИ ИМ. АКАДЕМИКА А.И. БЕРГА""";"9701039940";"11487465";"Центральный административный округ";"Басманный район";"107078, г. Москва, ул. Новая Басманная, д.  20 стр.  9";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"{coordinates=[37.662377357, 55.768839516], type=Point}";"";
"614";"2381787032";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНЦЕРН РАДИОСТРОЕНИЯ ""ВЕГА""";"АО ""КОНЦЕРН ""ВЕГА""";"7730170167";"11498983";"Западный административный округ";"район Дорогомилово";"121170, г. Москва, Кутузовский пр-кт, д. 34";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"{coordinates=[37.529640198, 55.73981087], type=Point}";"";
"615";"2381787094";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ СИСТЕМ СВЯЗИ И УПРАВЛЕНИЯ""";"АО ""НИИССУ""";"7728804257";"11487123";"Юго-Западный административный округ";"Обручевский район";"117630, г. Москва, ш. Старокалужское, д. 58";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"{coordinates=[37.538856268, 55.661910183], type=Point}";"";
"616";"2381787448";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""ТОРИЙ""";"АО ""НПП ""ТОРИЙ""";"7728328640";"07615221";"Юго-Западный административный округ";"район Коньково";"117393, г. Москва, ул. Обручева, д. 52";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"{coordinates=[37.559219599, 55.648963094], type=Point}";"";
"617";"2381787467";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ НАУЧНЫЙ ЦЕНТР ИССЛЕДОВАНИЙ И РАЗРАБОТКИ ИММУНОБИОЛОГИЧЕСКИХ
ПРЕПАРАТОВ ИМ. М.П. ЧУМАКОВА РАН"" (ИНСТИТУТ ПОЛИОМИЕЛИТА)";"ФГАНУ ""ФНЦИРИП ИМ. М.П. ЧУМАКОВА РАН"" (ИНСТИТУТ ПОЛИОМИЕЛИТА)";"7751023847";"01895045";"Новомосковский административный округ";"поселение Московский";"142782, г. Москва, пос. Института Полиомиелита";"Фармацевтическая промышленность";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"{coordinates=[37.336606979, 55.60223265], type=Point}";"";
"618";"2381791936";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НПО ""ОРИОН""";"АО ""НПО ""ОРИОН""";"7720770380";"11508629";"Восточный административный округ";"район Вешняки";"111538, г. Москва, ул. Косинская, д. 9";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки в области естественных и технических наук прочие
";"{coordinates=[37.831678391, 55.713918642], type=Point}";"";
"619";"2381791955";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МНИТИ""";"ЗАО ""МНИТИ""";"7701024429";"17379156";"Центральный административный округ";"Басманный район";"105094, г. Москва, ул. Гольяновская, д. 7А стр.1";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"{coordinates=[37.71222353, 55.775085578], type=Point}";"";
"620";"2381791964";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДНК-ТЕХНОЛОГИЯ ТС""";"ООО ""ДНК-ТЕХНОЛОГИЯ ТС""";"7713668153";"89545560";"Юго-Западный административный округ";"район Черёмушки";"117246, г. Москва, Научный пр-д, д. 20 стр. 2";"Медицинская промышленность";"";"32.50";"Производство медицинских
инструментов и оборудования";"{coordinates=[37.552599907, 55.653712068], type=Point}";"";
"621";"2381861419";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ РОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ РАДИО ИМЕНИ М.И. КРИВОШЕЕВА""";"ФГУП НИИР";"7709025230";"01181481";"Центральный административный округ";"Басманный район";"105005, г. Москва, ул. Казакова, д. 16";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"{coordinates=[37.664737701, 55.762699598], type=Point}";"";
"622";"2381861454";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ПРИБОРОСТРОЕНИЯ""";"АО ""СНИИП""";"7734592593";"08625024";"Северо-Западный административный округ";"район Щукино";"123060, г. Москва, ул. Расплетина, д. 5 стр. 2, 10, 12";"Радиоэлектроника и приборостроение";"";"80.20";"Деятельность систем обеспечения
безопасности";"{coordinates=[37.482819557, 55.792635574], type=Point}";"";
"623";"2381861618";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО - ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР
ЭЛЕКТРОННОЙ ВЫЧИСЛИТЕЛЬНОЙ ТЕХНИКИ""";"АО ""НИЦЭВТ""";"7726019325";"07516468";"Южный административный округ";"район Чертаново Центральное";"117587, г. Москва, Варшавское ш., д. 125";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"{coordinates=[37.620191574, 55.627141892], type=Point}";"";
"624";"2381862110";"АКЦИОНЕРНОЕ ОБЩЕСТВО НАУЧНО-ТЕХНИЧЕСКИЙ ЦЕНТР ""МОДУЛЬ""";"АО НТЦ ""МОДУЛЬ""";"7714009178";"20592913";"Северный административный округ";"район Аэропорт";"125167, г. Москва, 4-я ул. Восьмого Марта, д. 3";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"{coordinates=[37.547761202, 55.803569404], type=Point}";"";
"625";"2381862494";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРН М""";"ООО ""ФИРН М""";"7751147024";"32411957";"Новомосковский административный округ";"поселение Кокошкино";"143390, г. Москва, п. Кокошкино, ул. Дзержинского, д. 4";"Фармацевтическая промышленность";"";"21.20";"Производство лекарственныхпрепаратов и материалов, применяемых в медицинских целях";"{coordinates=[37.166275978, 55.602387207], type=Point}";"";
"626";"2381862992";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ
ОБЩЕСТВО «МЕЖГОСУДАРСТВЕННАЯ АКЦИОНЕРНАЯ КОРПОРАЦИЯ «ВЫМПЕЛ»";"ПАО «МАК «ВЫМПЕЛ»";"7714041693";"07520665";"Северо-Западный административный округ";"район Северное Тушино";"125480, г. Москва, ул. Героев Панфиловцев, д. 10 корп. 1";"Радиоэлектроника и приборостроение";"";"62.01";"Разработка компьютерного программного обеспечения";"{coordinates=[37.433305979, 55.858391225], type=Point}";"";
"627";"2381863750";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАКТОР-МЕД ПРОДАКШН""";"ООО ""ФАКТОР-МЕД ПРОДАКШН""";"7725714083";"69721380";"Троицкий административный округ";"поселение Троицк";"142191, г. Москва, г. Троицк, ул. Промышленная, д. 2";"Фармацевтическая промышленность";"";"21.20.2";"Производство материалов,
применяемых в медицинских целях";"{coordinates=[37.273049355, 55.45687066], type=Point}";"";
"628";"2381865166";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЦСТ""";"АО ""МЦСТ""";"7736053886";"16649702";"Юго-Западный административный округ";"Гагаринский район";"119334, г. Москва, ул. Вавилова, д. 24";"Радиоэлектроника и приборостроение";"";"26.20";"Производство компьютеров ипериферийного оборудования";"{coordinates=[37.577351332, 55.701402897], type=Point}";"";
"629";"2381866353";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКИЙ ЗАВОД ПО ОБРАБОТКЕ СПЕЦИАЛЬНЫХ СПЛАВОВ""";"АО ""МЗСС""";"7728423036";"28086581";"Юго-Западный административный округ";"район Черёмушки";"117246, г. Москва, ул. Обручева, д. 31";"Производство прочих товаров народного потребления";"";"32.12.1";"Производство изделий
технического назначения из драгоценных металлов";"{coordinates=[37.549735308, 55.652891859], type=Point}";"";
"630";"2381869619";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ РАДИОТЕХНИКИ И
ЭЛЕКТРОНИКИ ИМ. В.А.КОТЕЛЬНИКОВА РОССИЙСКОЙ АКАДЕМИИ НАУК";"ИРЭ ИМ. В.А.КОТЕЛЬНИКОВА РАН";"7703053425";"02699085";"Центральный административный округ";"Пресненский район";"125009, г. Москва, ул. Моховая, д. 11 корп. 7";"Научная деятельность";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"{coordinates=[37.611372471, 55.756253832], type=Point}";"";
"631";"2381869691";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ""КУЛОН""";"АО ""НИИ ""КУЛОН""";"7717149279";"11496731";"Северо-Восточный административный округ";"Останкинский район";"129075, г. Москва, Мурманский пр-д, д. 14";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"{coordinates=[37.624708414, 55.805862224], type=Point}";"";
"632";"2381869748";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ""ЦИКЛОН""";"АО ""ЦНИИ ""ЦИКЛОН""";"7718159209";"11473569";"Восточный административный округ";"район Гольяново";"107497, г. Москва, Щёлковское ш., д. 77";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"{coordinates=[37.803804874, 55.811211612], type=Point}";"";
"633";"2381869795";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т 8 ИЗДАТЕЛЬСКИЕ ТЕХНОЛОГИИ""";"АО ""Т 8""";"7704775046";"90509902";"Юго-Восточный административный округ";"район Печатники";"109316, г. Москва, проспект Волгоградский, д. 42, к. 5";"Полиграфическая деятельность";"";"18.12";"Прочие виды полиграфической
деятельности";"{coordinates=[37.720441818, 55.709022837], type=Point}";"";
"634";"2381869836";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ РУССКИЕ БАЗОВЫЕ ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""";"АО ""НПО РУСБИТЕХ""";"7726604816";"88328866";"Южный административный округ";"Нагорный район";"117105, Г. Москва, Варшавское ш., д. 26 стр. 11";"Общее машиностроение";"";"72.1";"Научные исследования и разработки в области естественных и технических наук";"{coordinates=[37.621639967, 55.686473061], type=Point}";"";
"635";"2381870028";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИОКОГАВА ЭЛЕКТРИК СНГ""";"ООО ""ИОКОГАВА ЭЛЕКТРИК СНГ""";"7703152232";"45930376";"Зеленоградский административный округ";"район Матушкино";"г. Москва, г. Зеленоград, 4-й Западный пр-д, д. 2 стр. 3";"Радиоэлектроника и приборостроение";"";"26.51";"Производство инструментов и
приборов для измерения, тестирования и навигации";"{coordinates=[37.197593451, 56.016576883], type=Point}";"";
"636";"2381870304";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ОВЕН""";"ООО ""ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ОВЕН""";"7722127111";"46526536";"Восточный административный округ";"район Перово";"111024, г. Москва, 2-я ул. Энтузиастов, д. 5/5";"Радиоэлектроника и приборостроение";"";"26.51";"Производство инструментов и
приборов для измерения, тестирования и навигации";"{coordinates=[37.73627758, 55.75011646], type=Point}";"";
"637";"2381870341";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОД
БЕЗОПАСНОСТИ""";"ООО ""КОД БЕЗОПАСНОСТИ""";"7715719244";"88338853";"Южный административный округ";"район Нагатино-Садовники";"115533, г. Москва, 1-й Нагатинский пр-д, д. 10 стр. 1";"Радиоэлектроника и приборостроение";"";"26.20";"Производство компьютеров ипериферийного оборудования";"{coordinates=[37.63220787, 55.678640025], type=Point}";"";
